"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"259",6.73647821786828e-183,1.29405780489218,0.798,0.501,1.35025969398952e-178,"6","Rbms3"
"260",1.60718925854647e-182,3.49607839871925,0.117,0.011,3.22145014983054e-178,"6","Lhx2"
"261",1.03989094379e-169,2.16235643953804,0.386,0.13,2.08435740773267e-165,"6","Thsd7b"
"262",5.5184602288157e-169,1.0961089434576,0.885,0.68,1.10612016826382e-164,"6","Ncdn"
"263",7.65403901371873e-160,1.71684727639995,0.54,0.248,1.53417557990978e-155,"6","4933427D14Rik"
"264",7.06565864900694e-154,1.38658999546586,0.738,0.474,1.41624061960695e-149,"6","Specc1"
"265",1.21402006586649e-140,1.06398660602428,0.891,0.756,2.4333818200228e-136,"6","Ppm1e"
"266",1.48626660227465e-140,1.70118735032497,0.471,0.203,2.97907277759931e-136,"6","Stac2"
"267",6.23434716616148e-136,2.80777937343374,0.139,0.022,1.24961254598541e-131,"6","Chrne"
"268",7.1062469847302e-129,1.59600301652197,0.419,0.171,1.42437614561932e-124,"6","Kcnh1"
"269",3.11445077724466e-126,1.35289474427703,0.66,0.395,6.24260513790919e-122,"6","Ptpn5"
"270",2.50177125623936e-125,1.35154834662757,0.519,0.247,5.01455030600618e-121,"6","Whrn"
"271",5.13580183759056e-123,1.198376524178,0.692,0.425,1.02942012032665e-118,"6","Wipf3"
"272",2.81085574977075e-121,1.07499540278285,0.745,0.489,5.63407926484049e-117,"6","2010300C02Rik"
"273",2.3814518177995e-120,1.15025434403076,0.726,0.487,4.77338202359731e-116,"6","Syt7"
"274",6.4697023071374e-113,1.13079365177492,0.73,0.491,1.29678713044262e-108,"6","Prkca"
"275",6.99436607573943e-112,2.03792372812561,0.231,0.067,1.40195073622121e-107,"6","Kcnh8"
"276",1.14157254976e-105,3.2692131312268,0.072,0.008,2.28816801873894e-101,"6","Gpr139"
"277",2.47069736340584e-103,1.66202068312218,0.478,0.256,4.95226579521067e-99,"6","Nebl"
"278",4.98915476597913e-103,1.11625078938512,0.602,0.343,1.00002618129286e-98,"6","Rap1gap"
"279",3.31896162743135e-101,2.68992667969206,0.114,0.02,6.65252668602339e-97,"6","Col18a1"
"280",7.2796248802365e-101,1.95124461293683,0.226,0.069,1.4591280109946e-96,"6","Grm4"
"281",1.29809224996754e-99,1.09389866771166,0.606,0.354,2.60189610583493e-95,"6","Enox1"
"282",2.31131082086315e-99,2.4741330539786,0.135,0.028,4.6327914093381e-95,"6","Dock5"
"283",1.70865382031519e-96,1.54195805184764,0.355,0.151,3.42482571743976e-92,"6","Fstl1"
"284",1.98606246730927e-91,1.30643097368729,0.46,0.235,3.98086360947471e-87,"6","Ephb1"
"285",3.0874305511523e-89,1.46889822353985,0.402,0.193,6.18844579672966e-85,"6","Stac"
"286",4.26969409121177e-88,1.22555431978449,0.524,0.297,8.55817483642487e-84,"6","Hectd2"
"287",9.04519035837847e-87,2.17440118170843,0.18,0.052,1.81301795543338e-82,"6","Lama3"
"288",9.81479258257271e-76,1.17864605408018,0.471,0.264,1.96727702525087e-71,"6","Gda"
"289",3.85601751899389e-71,2.47704026723086,0.142,0.04,7.72900151507136e-67,"6","Ccdc141"
"290",1.63157185104121e-61,1.75025212613778,0.165,0.056,3.27032261822701e-57,"6","Atp10a"
"291",2.79182498774008e-58,1.12028373016447,0.362,0.19,5.59593400542621e-54,"6","Kcnn3"
"292",5.57709704523485e-58,1.17663650075591,0.273,0.123,1.11787333174687e-53,"6","Sdk2"
"293",6.47009441881741e-58,1.7172757951124,0.134,0.041,1.29686572530776e-53,"6","Calb1"
"294",1.66712321315622e-55,1.13802857260273,0.312,0.155,3.34158176845033e-51,"6","Cotl1"
"295",4.00001526653444e-51,1.14721950633448,0.327,0.174,8.01763060024164e-47,"6","Smc5"
"296",6.69620750448e-51,1.29531443392933,0.282,0.14,1.34218783219797e-46,"6","Cacng5"
"297",5.08074351456992e-50,1.41299313528226,0.186,0.075,1.01838423006039e-45,"6","Sema6a"
"298",3.70719248788628e-48,2.28044594273638,0.084,0.021,7.43069662271926e-44,"6","4921539H07Rik"
"299",6.99621815076037e-48,2.70724993711518,0.047,0.007,1.40232196613841e-43,"6","Gm38101"
"300",2.47888461373178e-46,2.64524497037135,0.049,0.008,4.96867631976397e-42,"6","Notch4"
"301",0,2.09708626640844,0.712,0.277,0,"7","Zfp804b"
"302",2.22249975266596e-283,1.13090198992366,0.992,0.97,4.45477850424365e-279,"7","Ctnna2"
"303",2.28159093177217e-271,2.29466806491025,0.481,0.135,4.57322086364414e-267,"7","Elavl2"
"304",3.27172927347565e-236,1.5935828616664,0.765,0.397,6.5578541557546e-232,"7","Brinp3"
"305",6.26237561380558e-219,1.58291051358408,0.798,0.469,1.25523056803119e-214,"7","Cntn5"
"306",6.14976569374327e-167,3.27042746339503,0.145,0.019,1.2326590356539e-162,"7","Otx2os1"
"307",4.27217976082721e-165,1.03391729677503,0.88,0.635,8.56315711260205e-161,"7","Ntm"
"308",4.94641519093526e-138,2.88997586444662,0.158,0.028,9.91459460871064e-134,"7","Fibcd1"
"309",8.52349854577545e-123,1.19713211226802,0.672,0.405,1.70845004851523e-118,"7","Htr2c"
"310",1.0114455906634e-120,2.61135756339437,0.155,0.03,2.02734154192572e-116,"7","Ecel1"
"311",2.41249216734197e-118,2.32844540146473,0.203,0.05,4.83559930022025e-114,"7","Cdh9"
"312",1.38951396378478e-100,1.32584269801187,0.649,0.421,2.78514178901021e-96,"7","Sgcz"
"313",8.48429441262325e-100,1.15974776693343,0.598,0.344,1.7005919720662e-95,"7","Cdh10"
"314",1.16608895494811e-98,2.50983151197315,0.189,0.051,2.33730870129799e-94,"7","Rmst"
"315",2.00998786309463e-93,1.29141006192564,0.436,0.206,4.02881967278687e-89,"7","Csmd2"
"316",2.48731434054944e-91,1.28893546356251,0.534,0.303,4.9855728641973e-87,"7","Dab1"
"317",7.02687887802472e-84,1.96327349920494,0.276,0.108,1.40846760231127e-79,"7","Csgalnact1"
"318",1.01535228991266e-73,1.67092875754124,0.259,0.102,2.03517212990093e-69,"7","Prr16"
"319",1.80131143423473e-65,1.40169252872729,0.374,0.193,3.61054863878009e-61,"7","Nell1"
"320",8.18068183258379e-63,1.27196121242912,0.404,0.221,1.6397358665231e-58,"7","Sdk1"
"321",1.81693062006175e-62,1.29271556728271,0.614,0.459,3.64185573485178e-58,"7","Mgat4c"
"322",1.98224187600321e-62,2.21202006693864,0.105,0.025,3.97320561626084e-58,"7","Dlk1"
"323",2.05098441906594e-60,2.62374483217665,0.063,0.01,4.11099316957577e-56,"7","Ptpru"
"324",3.8153817804059e-60,2.40306095561697,0.085,0.018,7.64755124064559e-56,"7","Cartpt"
"325",1.20502230954066e-59,1.00290670975085,0.53,0.34,2.4153467172433e-55,"7","Fstl5"
"326",1.74028852471913e-58,2.00993521628707,0.228,0.096,3.48823431894702e-54,"7","Kctd8"
"327",1.93530746501509e-58,1.31922426079207,0.289,0.134,3.87913028287624e-54,"7","Ptprm"
"328",1.30853009410236e-56,1.38806091448781,0.315,0.158,2.62281772061878e-52,"7","Dpyd"
"329",1.1158737582477e-54,1.88208795501631,0.126,0.037,2.23665736103169e-50,"7","Penk"
"330",2.08572530530825e-53,3.03718951314201,0.045,0.006,4.18062780195985e-49,"7","Asb4"
"331",2.4455860460626e-48,1.1487980189935,0.311,0.161,4.90193267072787e-44,"7","Crim1"
"332",3.07330800874791e-47,1.49161088856512,0.177,0.07,6.16013857273431e-43,"7","Baiap3"
"333",6.40379098257306e-43,1.67832153328923,0.15,0.057,1.28357586454694e-38,"7","Samhd1"
"334",3.2342710293542e-42,1.09384819781227,0.3,0.16,6.48277285123755e-38,"7","Clstn2"
"335",7.53343603431898e-41,1.22242595545499,0.281,0.15,1.5100019187189e-36,"7","Tmem132d"
"336",1.75318449186602e-40,1.03157559756408,0.364,0.217,3.51408299549625e-36,"7","Apba1"
"337",7.02395191786441e-40,1.13344247610701,0.253,0.127,1.40788092241674e-35,"7","Prlr"
"338",2.12605728369327e-39,1.36002334942622,0.208,0.098,4.26146921943479e-35,"7","Cxcl14"
"339",4.31428039266314e-39,1.98996090571364,0.088,0.026,8.647543619054e-35,"7","Tmem200a"
"340",5.18794303830166e-35,1.75585429056527,0.083,0.025,1.03987130259718e-30,"7","Peg10"
"341",7.65124516629586e-35,1.75686866574567,0.135,0.055,1.53361558113234e-30,"7","Esr1"
"342",9.9228470113691e-33,1.42289212753854,0.153,0.067,1.98893545495882e-28,"7","Oprm1"
"343",4.8687244470775e-32,1.5439520939418,0.122,0.048,9.75887128172213e-28,"7","Cldn34c1"
"344",2.140765446726e-31,1.45223527411976,0.485,0.369,4.2909502614176e-27,"7","Gpc5"
"345",4.91460933190807e-31,1.00093857522229,0.258,0.144,9.85084294487653e-27,"7","Resp18"
"346",4.44492221815361e-30,1.27456384605543,0.147,0.066,8.90940209406709e-26,"7","Gm38505"
"347",1.12684576222786e-28,1.29928139523317,0.178,0.088,2.25864964580953e-24,"7","Tmtc2"
"348",3.2605762076761e-27,1.24059738371252,0.188,0.098,6.53549895066597e-23,"7","Cdh6"
"349",6.28889066727841e-25,1.05358709195673,0.168,0.085,1.26054524534928e-20,"7","Tmem255a"
"350",2.33350601839623e-24,1.29701883226741,0.126,0.058,4.67727946327341e-20,"7","P3h2"
"351",1.24392498539112e-274,1.15295171522101,0.994,0.856,2.49332324071797e-270,"8","Plcb1"
"352",2.91360032739001e-200,2.07339228453078,0.627,0.272,5.84002049622054e-196,"8","Thsd7a"
"353",6.13814288068937e-189,2.28841920379184,0.314,0.068,1.23032935900538e-184,"8","Col15a1"
"354",1.39474770972527e-156,1.23760601833167,0.756,0.395,2.79563230937333e-152,"8","Nfib"
"355",8.56428735144191e-156,1.13680327197848,0.848,0.501,1.71662575672302e-151,"8","Trhde"
"356",6.27163382758092e-126,1.67767002632611,0.412,0.147,1.25708628440032e-121,"8","Scn9a"
"357",8.28099802934904e-106,1.10281218784843,0.605,0.3,1.65984324500272e-101,"8","Pde1a"
"358",1.30649663088722e-104,1.93619216421115,0.281,0.086,2.61874184695033e-100,"8","Gm13481"
"359",7.22677403823981e-104,2.00075787389841,0.252,0.072,1.44853458822479e-99,"8","Wfs1"
"360",1.47487329001443e-103,1.20199772130413,0.635,0.343,2.95623602250493e-99,"8","Ankfn1"
"361",1.8317188461107e-95,1.67972638998345,0.335,0.122,3.67149725514429e-91,"8","Sdk2"
"362",3.02738770244631e-93,1.03083119923939,0.793,0.539,6.06809591078338e-89,"8","Pcdh7"
"363",4.63639467509051e-89,1.06508563880381,0.595,0.316,9.29318948675142e-85,"8","Plxdc2"
"364",2.6274072384175e-88,1.03454970598072,0.57,0.289,5.26637506868404e-84,"8","Ano2"
"365",9.26896213067163e-88,1.15815977097393,0.519,0.256,1.85787076947182e-83,"8","Slit3"
"366",3.08328807453362e-86,1.74622511518155,0.291,0.103,6.18014261659519e-82,"8","Dchs2"
"367",1.48239993386618e-78,1.67440616526223,0.264,0.092,2.97132242744138e-74,"8","A930011G23Rik"
"368",1.22992784847282e-75,1.06907096001128,0.486,0.243,2.46526737947892e-71,"8","Adamtsl1"
"369",3.51488674675304e-71,1.47870325473145,0.273,0.101,7.04523899519179e-67,"8","Grik4"
"370",1.26287889353859e-66,1.1250472962676,0.414,0.201,2.53131445420875e-62,"8","Nnat"
"371",1.60363749982487e-65,1.60078506726941,0.219,0.075,3.21433100464896e-61,"8","Sv2b"
"372",5.45481497537144e-63,1.16069138415548,0.386,0.183,1.09336311366345e-58,"8","Serpine2"
"373",1.57211398474621e-60,1.13767279664483,0.454,0.245,3.1511452710253e-56,"8","Sh3kbp1"
"374",9.98639204012235e-58,1.25209431073141,0.278,0.115,2.00167242052212e-53,"8","Cald1"
"375",2.63851051276234e-57,1.81850663509183,0.15,0.044,5.28863047178084e-53,"8","Slc26a4"
"376",5.94356410952527e-57,1.03511806980745,0.467,0.26,1.19132799011325e-52,"8","Nebl"
"377",1.6086828305802e-56,1.49711822949229,0.215,0.079,3.22444386561495e-52,"8","Plekhh2"
"378",1.94739914860299e-48,1.07047122707344,0.362,0.187,3.90336685345983e-44,"8","Epb41l4b"
"379",5.74570199953956e-48,1.26150647388279,0.234,0.098,1.15166850878771e-43,"8","Ablim2"
"380",3.26940056376538e-46,1.42783952139468,0.203,0.08,6.55318649001132e-42,"8","Ntf3"
"381",1.51675906629696e-45,1.16075638359415,0.296,0.142,3.04019187248562e-41,"8","Gas7"
"382",3.19673006520806e-43,1.07221218471092,0.337,0.176,6.40752574270303e-39,"8","Ptprk"
"383",3.83770517431011e-43,1.2161727115859,0.243,0.108,7.69229625138719e-39,"8","Tmeff1"
"384",2.25721404109313e-41,2.19044318224624,0.074,0.017,4.52435982396707e-37,"8","4931429P17Rik"
"385",5.98719966793941e-39,1.87417081020683,0.094,0.026,1.20007430144178e-34,"8","Kcnh3"
"386",9.73817535310441e-37,2.12584535387608,0.094,0.027,1.95191986777625e-32,"8","Pdzrn3"
"387",2.1354057480161e-32,1.17194176846553,0.29,0.161,4.28020728132346e-28,"8","Dpyd"
"388",6.80955673046688e-32,1.27965236264598,0.158,0.066,1.36490755105478e-27,"8","Cacng4"
"389",7.69070357394418e-32,1.65628363842518,0.107,0.036,1.54152462436137e-27,"8","Htr1b"
"390",1.63881803571415e-31,1.14541591311861,0.204,0.096,3.28484687078543e-27,"8","Tle1"
"391",3.17557476812776e-31,2.32302915572885,0.046,0.009,6.36512206523528e-27,"8","6430628N08Rik"
"392",3.83893016227374e-31,1.16427494036993,0.203,0.096,7.69475161726149e-27,"8","March4"
"393",1.73214116680021e-30,2.26962794051616,0.049,0.01,3.47190375473434e-26,"8","Rasl11a"
"394",2.01740317424168e-30,1.16891730598718,0.253,0.135,4.04368292245003e-26,"8","Klhl1"
"395",5.59340173460538e-30,1.11098940797917,0.213,0.105,1.1211414436843e-25,"8","Gulp1"
"396",3.53470632461007e-28,1.08740378998346,0.224,0.116,7.08496535704842e-24,"8","Mei4"
"397",1.21749822531678e-27,1.89793157533562,0.074,0.022,2.44035344282495e-23,"8","Atp6v1c2"
"398",3.3740594952127e-27,1.14614105730201,0.148,0.064,6.76296485220434e-23,"8","Gnb4"
"399",7.31468413129114e-27,1.32565295771289,0.125,0.05,1.466155287276e-22,"8","Rab3ip"
"400",2.76441619375894e-26,1.96829588792438,0.059,0.016,5.54099581877042e-22,"8","Rasgef1b"
"401",0,2.96156751914261,0.688,0.162,0,"9","Gpc3"
"402",0,2.23041631206339,0.709,0.198,0,"9","Stac2"
"403",0,2.90664790980349,0.723,0.218,0,"9","Pde1c"
"404",0,2.86068622979637,0.643,0.143,0,"9","Fgf13"
"405",0,2.44945055740814,0.569,0.125,0,"9","Ptprm"
"406",7.13574544391481e-296,1.92730295507915,0.916,0.488,1.43028881677828e-291,"9","Prkca"
"407",7.47868144882309e-285,2.3007644134919,0.647,0.187,1.4990269096021e-280,"9","Stac"
"408",8.74023576231577e-276,1.76005617014329,0.914,0.471,1.75189285619857e-271,"9","Hs6st3"
"409",1.20915314524383e-256,2.07988987692626,0.688,0.226,2.42362656432674e-252,"9","Mob3b"
"410",1.00805059929479e-235,1.32983603311017,0.974,0.693,2.02053662122648e-231,"9","Kcnq5"
"411",2.40015322872948e-226,3.58009506490019,0.198,0.02,4.81086713166536e-222,"9","Tacr1"
"412",5.74747533718682e-223,2.17758440047267,0.57,0.172,1.15202395658573e-218,"9","Itpr1"
"413",1.71913877519329e-220,1.89257090995449,0.682,0.247,3.44584176099743e-216,"9","Whrn"
"414",4.4869623873274e-220,2.07161115878916,0.685,0.263,8.99366740915904e-216,"9","Pcp4"
"415",4.82310301408439e-201,1.45149506760145,0.904,0.542,9.66742768143076e-197,"9","Cntnap5a"
"416",1.72473546138255e-194,1.67676485981592,0.758,0.336,3.45705975879518e-190,"9","Sox5"
"417",8.55711636410273e-193,1.41706696796137,0.883,0.505,1.71518840402075e-188,"9","Rbms3"
"418",3.05785524107532e-186,1.37645299501728,0.846,0.432,6.12916504521138e-182,"9","Pld5"
"419",1.57818074427168e-184,1.06794967498857,0.975,0.798,3.16330548381816e-180,"9","Ryr3"
"420",8.92290083304983e-184,2.48228754939982,0.423,0.113,1.78850624297651e-179,"9","Dach1"
"421",4.74620921693813e-173,1.72692952515111,0.815,0.508,9.51330175443078e-169,"9","Luzp2"
"422",5.56095616192968e-160,1.43495381477065,0.817,0.467,1.11463805309719e-155,"9","Kcnt2"
"423",3.20514417863684e-157,1.35432220270744,0.823,0.45,6.42439099165968e-153,"9","Pam"
"424",6.4061370529542e-157,2.55832581683235,0.229,0.039,1.28404611089414e-152,"9","Calb1"
"425",3.97807632667124e-155,1.08479132629238,0.945,0.757,7.97365618917983e-151,"9","Ppm1e"
"426",1.30204226992911e-146,1.74620614461419,0.585,0.238,2.6098135258459e-142,"9","Brinp2"
"427",2.11220675575231e-144,1.29747607928881,0.823,0.492,4.23370722122992e-140,"9","2010300C02Rik"
"428",3.89583255370334e-144,1.45571901978159,0.742,0.398,7.80880677064298e-140,"9","Ptpn5"
"429",2.21797706330538e-142,1.83577866328454,0.52,0.193,4.4457132256893e-138,"9","Tiam1"
"430",1.11256874392814e-140,3.26829871281155,0.149,0.019,2.23003279032956e-136,"9","Rai14"
"431",2.27904773489531e-128,1.62423442775602,0.566,0.236,4.56812327982416e-124,"9","Ephb1"
"432",9.02081842634647e-126,1.45628213651067,0.691,0.358,1.80813284537689e-121,"9","Plcb4"
"433",1.11212767344945e-120,3.24530925449401,0.128,0.016,2.22914870866208e-116,"9","A630012P03Rik"
"434",2.42025238441295e-120,1.37073529094964,0.729,0.419,4.85115387931732e-116,"9","Lrrfip1"
"435",7.46133358262886e-118,3.26907117498432,0.123,0.015,1.49554970330213e-113,"9","Slco1c1"
"436",2.36526607380888e-113,2.20772861449687,0.338,0.104,4.74093931834253e-109,"9","Nckap5"
"437",7.3268995872885e-111,2.40480280365001,0.231,0.053,1.46860375327611e-106,"9","Lama3"
"438",2.03218461285503e-105,1.65554983416861,0.463,0.185,4.07331083800662e-101,"9","Fhod3"
"439",2.64530967431471e-105,2.81758103576945,0.173,0.033,5.30225871119641e-101,"9","Gm14582"
"440",7.22003061847547e-105,1.67137252942878,0.469,0.189,1.44718293716722e-100,"9","Kcnn3"
"441",2.78921199802192e-104,3.86718817157479,0.068,0.005,5.59069652883514e-100,"9","Gm8239"
"442",8.42112412166905e-104,1.07399574643898,0.846,0.681,1.68793011894734e-99,"9","Prkce"
"443",4.66040412839558e-103,2.18212938800174,0.239,0.059,9.3413140349561e-99,"9","Slc12a8"
"444",4.70840615531061e-100,1.70585727597462,0.548,0.272,9.43752929770459e-96,"9","Fam19a2"
"445",2.34277930251969e-99,1.20142345514708,0.744,0.476,4.69586683397046e-95,"9","Frmd5"
"446",3.26216067888149e-99,2.01035106010949,0.341,0.114,6.53867486475007e-95,"9","Trpc6"
"447",1.31287271230811e-97,1.39454613982971,0.536,0.247,2.63152206455038e-93,"9","Trpc3"
"448",1.60288375264317e-85,1.05005436082142,0.75,0.48,3.21282019379797e-81,"9","Cdh11"
"449",1.27908096344945e-84,2.68995793177307,0.113,0.018,2.56378988313808e-80,"9","Lmo1"
"450",1.21908144351088e-83,2.45636924854342,0.137,0.025,2.4435268453732e-79,"9","Chrne"
"451",0,1.62264018395463,1,0.854,0,"10","Grm7"
"452",4.3893441120027e-229,2.90322484561151,0.361,0.068,8.79800133809821e-225,"10","Megf11"
"453",5.26458541584824e-221,1.49597938012209,0.891,0.473,1.05523350075262e-216,"10","Hs6st3"
"454",7.98764016876793e-209,1.49468516739274,0.929,0.633,1.60104259542784e-204,"10","Galntl6"
"455",5.74881354264861e-199,1.58073664985607,0.823,0.402,1.15229218648849e-194,"10","Brinp3"
"456",5.5945076934738e-192,1.78150605622763,0.791,0.406,1.12136312207989e-187,"10","Htr2c"
"457",1.63422008713833e-155,1.62039851028912,0.739,0.378,3.27563074266006e-151,"10","Tcf4"
"458",1.15504906186214e-151,1.78994591828298,0.757,0.434,2.31518033959647e-147,"10","Il1rapl2"
"459",1.38121064736841e-151,1.195408332381,0.911,0.688,2.76849862158525e-147,"10","Kcnip4"
"460",6.1530186750889e-144,1.9909956568144,0.403,0.118,1.23331106323482e-139,"10","Zfp536"
"461",1.10737404166961e-140,1.77710822748474,0.77,0.456,2.21962052912257e-136,"10","Mgat4c"
"462",2.40914978666919e-118,1.71211444316915,0.427,0.145,4.82889983239972e-114,"10","Elavl2"
"463",7.83238138320864e-113,2.55667548068022,0.197,0.038,1.56992252445034e-108,"10","Tmem132c"
"464",1.64196204393929e-110,1.37541403543912,0.654,0.339,3.29114872087191e-106,"10","Fstl5"
"465",6.18598790749208e-105,1.66786777139135,0.499,0.211,1.23991941617771e-100,"10","Hs3st5"
"466",2.88601295360581e-101,2.30728111586946,0.298,0.09,5.78472436420749e-97,"10","Sema3a"
"467",2.60419788130846e-100,2.36569943761361,0.212,0.048,5.21985423329467e-96,"10","Elfn1"
"468",1.14654135415164e-97,1.20752779807625,0.804,0.525,2.29812749026155e-93,"10","Asic2"
"469",2.64013674508444e-95,1.18300359792377,0.707,0.401,5.29189009184725e-91,"10","Nfib"
"470",2.98580312766712e-95,1.42200436063333,0.714,0.459,5.98474378909597e-91,"10","Oxr1"
"471",5.28795582808261e-89,2.90618619857305,0.158,0.031,1.05991786618088e-84,"10","Angpt1"
"472",8.77150043845579e-87,1.25687413455989,0.66,0.378,1.75815954788408e-82,"10","Sema5a"
"473",4.8884830660856e-85,1.21885768184021,0.682,0.429,9.79847545766197e-81,"10","Ncald"
"474",7.22233576354976e-81,1.00737307494512,0.79,0.536,1.44764498044591e-76,"10","Stxbp5l"
"475",1.67881233976262e-74,1.04599243540981,0.729,0.507,3.3650114538202e-70,"10","Zfp804a"
"476",1.45250369289687e-73,1.24736244665506,0.452,0.203,2.91139840204248e-69,"10","Mef2c"
"477",2.35939926694139e-68,1.33664892718477,0.366,0.149,4.72917989065733e-64,"10","Tmem132d"
"478",6.0991727240899e-68,2.16110157996648,0.177,0.046,1.22251818081658e-63,"10","Dpf3"
"479",1.05410079427397e-56,1.07828464415711,0.401,0.188,2.11283963204275e-52,"10","Alk"
"480",2.23959043098481e-56,1.17025335530551,0.429,0.211,4.48903505986596e-52,"10","Csmd2"
"481",5.25811369909923e-56,1.10076863721509,0.54,0.314,1.05393630984745e-51,"10","Slc35f4"
"482",6.34271594555352e-55,1.59389024058658,0.251,0.094,1.27133398412675e-50,"10","Ablim1"
"483",1.09823468767599e-48,1.01453094858681,0.557,0.338,2.20130160797775e-44,"10","A330008L17Rik"
"484",1.29863767743472e-48,1.07497871576679,0.47,0.261,2.60298936065016e-44,"10","Sez6"
"485",4.29032046338638e-47,1.06349640775453,0.55,0.347,8.59951833681167e-43,"10","Rab3c"
"486",3.08652093430676e-46,1.71351048268209,0.168,0.054,6.18662256072446e-42,"10","Vwc2"
"487",5.80286583105166e-45,2.95283496975338,0.05,0.007,1.16312642717599e-40,"10","Grhl3"
"488",5.21627534302542e-42,1.12681841724096,0.353,0.177,1.04555022975601e-37,"10","Adcy8"
"489",3.07228678725008e-40,1.10399684157641,0.274,0.122,6.15809163636406e-36,"10","Runx1t1"
"490",7.93310912830356e-40,1.58514352805465,0.241,0.104,1.59011239367717e-35,"10","Gulp1"
"491",5.57096183176566e-39,1.06971761205157,0.412,0.234,1.11664358955911e-34,"10","Gramd1b"
"492",5.23893675837077e-34,1.57825993714164,0.164,0.062,1.05009248384784e-29,"10","Slc12a8"
"493",1.53627564020755e-33,2.12313887994137,0.082,0.021,3.07931089323201e-29,"10","Igfbp5"
"494",1.21700993603689e-32,1.06896443381013,0.324,0.173,2.43937471579234e-28,"10","Khdrbs3"
"495",1.22323888835022e-30,1.98236764235752,0.082,0.022,2.45186002780919e-26,"10","Crtac1"
"496",3.43278710230041e-29,2.07449213673588,0.121,0.043,6.88067846785095e-25,"10","Phex"
"497",3.51957843431393e-29,1.56975737041,0.134,0.049,7.05464301373883e-25,"10","Cldn34c1"
"498",9.38789666759276e-29,1.43187689595702,0.168,0.07,1.88171000805229e-24,"10","Kcnip3"
"499",1.33326688025857e-27,2.10762588057005,0.063,0.015,2.67240013479028e-23,"10","Htr1a"
"500",2.58592638557259e-26,1.25321906036608,0.209,0.1,5.18323084724169e-22,"10","Cxcl14"
"501",0,3.29544281868842,0.374,0.048,0,"11","Etv1"
"502",9.85576520804711e-275,1.93276839620208,0.798,0.281,1.97548957830096e-270,"11","Tox"
"503",5.36335752254606e-261,1.46733027414514,0.979,0.73,1.07503138181913e-256,"11","Gria3"
"504",6.02418519230977e-251,2.37992704438196,0.544,0.137,1.20748767994657e-246,"11","Iqgap2"
