"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.4859992344696e-14,1.30399399863159,0.088,0.039,2.690996013701e-10,"3","Cables1"
3.64086318615411e-14,1.95905195743666,0.04,0.011,6.59323914380648e-10,"3","Trib1"
0,4.33385112061858,0.855,0.123,0,"4","Cpa6"
9.35941912098675e-121,1.90390559150242,0.863,0.358,1.69489720861949e-116,"4","Htr2c"
1.73212551948634e-112,1.69968584154898,0.933,0.563,3.13670610323782e-108,"4","Dmd"
1.46812958371216e-102,1.15844931736666,0.995,0.853,2.65863586314434e-98,"4","Epha6"
2.64511031700498e-97,1.2314479145035,0.987,0.84,4.79003027306432e-93,"4","Grm7"
1.48812441952988e-88,1.36903965011673,0.946,0.67,2.69484451132666e-84,"4","Prkg1"
1.50544324542358e-87,1.05033303616979,0.973,0.679,2.72620717313757e-83,"4","Galntl6"
1.99532864811929e-76,1.73609346074745,0.685,0.273,3.61334064887923e-72,"4","Sphkap"
5.37859300180415e-75,1.16122968808032,0.93,0.57,9.74009406696713e-71,"4","Sgcd"
1.12171961789159e-74,1.43122724807969,0.785,0.362,2.03132205603988e-70,"4","Pbx3"
1.71104891588561e-70,2.86094562263256,0.28,0.051,3.09853848177726e-66,"4","Pappa"
4.12263218501465e-68,2.27258291379906,0.344,0.077,7.46567462384302e-64,"4","Zfp536"
8.54696590308647e-68,1.9638567574593,0.5,0.161,1.54777005538993e-63,"4","Nfia"
1.26488491642072e-67,1.70455668082239,0.648,0.263,2.29058009514628e-63,"4","Sorcs3"
1.18071062607369e-62,2.5013665096636,0.288,0.059,2.13814887275685e-58,"4","Rarb"
1.86207129197157e-59,1.41660889148396,0.75,0.388,3.37202490263132e-55,"4","Epha3"
1.71480751836458e-58,1.59581597024479,0.597,0.246,3.10534493500642e-54,"4","Zfp804b"
8.86304667631137e-58,2.03321184696144,0.384,0.107,1.60500912261323e-53,"4","Htr7"
1.03008687557321e-56,2.36732798871274,0.288,0.064,1.86538432297552e-52,"4","Col6a3"
7.83920949005347e-55,1.7863286615891,0.465,0.157,1.41960244655378e-50,"4","Sv2c"
1.60934022148949e-54,2.03577942445849,0.341,0.091,2.91435420709531e-50,"4","Reln"
6.60224981467298e-54,2.03404499885781,0.384,0.113,1.19560141893913e-49,"4","Col23a1"
6.79497487272264e-53,1.35791074286369,0.699,0.355,1.23050199970134e-48,"4","Pam"
8.01311276104072e-51,1.10964590774343,0.669,0.296,1.45109458989686e-46,"4","Nfib"
7.40513359817399e-50,1.03941962858027,0.901,0.605,1.34099564329333e-45,"4","Sema6d"
7.95648306457e-50,1.01765490334248,0.901,0.616,1.44083951816298e-45,"4","Sorcs1"
2.39664960792944e-46,2.30276732646164,0.306,0.086,4.34009277499943e-42,"4","Wls"
1.22300838332769e-42,1.20873787308216,0.731,0.407,2.21474588136812e-38,"4","A330008L17Rik"
1.15512141483981e-41,3.98665197236938,0.067,0.004,2.09180937013341e-37,"4","Sncg"
9.60806469958445e-39,1.07011315648762,0.653,0.338,1.73992443644775e-34,"4","Brinp3"
1.20390807465313e-37,3.14460433214562,0.124,0.018,2.18015713238935e-33,"4","Otx2os1"
3.15837257377411e-37,3.10523009381147,0.118,0.017,5.71949689384754e-33,"4","Ecel1"
3.62452722700598e-37,1.86829799419388,0.29,0.089,6.56365635538513e-33,"4","Spon1"
5.37341734397108e-37,1.78765139938716,0.293,0.09,9.73072146819722e-33,"4","Ablim1"
2.48251105257564e-36,1.31317930182856,0.551,0.27,4.49557926510922e-32,"4","Map4k3"
3.96939902285432e-35,3.27171268453317,0.091,0.011,7.18818469048688e-31,"4","Tns1"
7.07061114061736e-35,1.017530062863,0.761,0.503,1.2804169714544e-30,"4","Mctp1"
6.47915650418989e-32,1.06336733624701,0.645,0.361,1.17331045134375e-27,"4","Plxdc2"
1.08302764927999e-31,2.17260453952025,0.21,0.057,1.96125477008114e-27,"4","Ndst4"
1.27633214951856e-31,2.34324319926467,0.164,0.037,2.31130988956315e-27,"4","Enpp1"
2.74549709841663e-29,1.08319387492301,0.57,0.313,4.97182069552267e-25,"4","Trps1"
4.16189485405964e-29,2.21960065201388,0.191,0.051,7.5367753912166e-25,"4","P3h2"
1.12162252914147e-28,1.24317938593534,0.435,0.198,2.03114623802229e-24,"4","Ptchd1"
1.73833232883069e-28,2.27310726660493,0.142,0.031,3.14794601427949e-24,"4","A830019P07Rik"
6.05045061812901e-25,1.80252740799987,0.212,0.068,1.09567610243698e-20,"4","Thsd4"
3.59259526005596e-24,1.0477068109791,0.535,0.307,6.50583075643533e-20,"4","Khdrbs2"
2.46865259130725e-23,1.17148003813701,0.473,0.253,4.47048297759831e-19,"4","Lrrc16a"
2.88356236798435e-23,1.41805375393912,0.293,0.118,5.22184309218285e-19,"4","Matn2"
2.53730737865373e-21,1.46723496455393,0.298,0.129,4.59480993200403e-17,"4","Mei4"
1.55414323827415e-20,2.27004096355714,0.102,0.022,2.81439799019065e-16,"4","S100a16"
6.04061213453278e-220,3.50166380957377,0.959,0.397,1.09389445144254e-215,"5","Gpc5"
4.23036645184131e-162,3.14804687398829,0.622,0.122,7.66077060763943e-158,"5","Stxbp6"
2.96749202201436e-147,3.00044702620943,0.627,0.142,5.3738313026658e-143,"5","Lmo4"
8.53424040619375e-145,2.24195634494073,0.948,0.539,1.54546559515763e-140,"5","Rora"
4.40767095491501e-135,1.77707256312682,0.994,0.61,7.9818513322556e-131,"5","Nxph1"
2.69448363044193e-125,1.68349955787934,0.97,0.73,4.87944040636729e-121,"5","Pde4d"
2.517246162116e-118,2.0269498977202,0.931,0.61,4.55848107497586e-114,"5","Ptprt"
6.52251856349264e-116,1.67538915948376,0.972,0.709,1.18116288666288e-111,"5","Cntn4"
2.13086190216369e-108,1.7888831004764,0.931,0.623,3.85877781862823e-104,"5","Mllt3"
1.82666139121685e-101,1.89261749904549,0.845,0.361,3.30790111335459e-97,"5","Tox"
1.14321785894962e-91,2.15967109671881,0.605,0.185,2.07025322077186e-87,"5","Grik1"
1.03366710953479e-89,4.21014587066004,0.141,0.008,1.87186776865655e-85,"5","Oprk1"
1.42633854941597e-82,1.5482334903058,0.892,0.606,2.58295647913738e-78,"5","Focad"
2.41032571048345e-81,1.06505063567406,1,0.901,4.36485882911448e-77,"5","Gabrg3"
4.22770856304919e-77,1.54954007226925,0.865,0.533,7.65595743682578e-73,"5","Shisa6"
7.69913259277571e-77,2.2688112309894,0.528,0.162,1.39423592122575e-72,"5","Pcdh10"
6.00321915727619e-76,1.22732354879895,0.972,0.864,1.08712295719115e-71,"5","Gabrb1"
2.46415127666882e-73,2.09046780155061,0.884,0.685,4.46233154691956e-69,"5","Galntl6"
6.24820323912635e-60,1.95694484548151,0.475,0.152,1.13148712457339e-55,"5","Man2a1"
2.46497719814046e-52,1.54336033006202,0.729,0.408,4.46382720811255e-48,"5","Rbms3"
3.66678549339222e-50,2.30747285135851,0.34,0.096,6.64018184998396e-46,"5","Kcnh5"
1.56995667861711e-48,1.43122398150489,0.768,0.455,2.84303454930773e-44,"5","Kcnt2"
1.39385106506964e-47,2.28050950976589,0.271,0.065,2.52412489373461e-43,"5","Plpp4"
7.28306402981114e-47,1.41959854083122,0.771,0.536,1.3188900651585e-42,"5","Asic2"
2.17139706795362e-43,1.49780406346266,0.624,0.308,3.9321829503572e-39,"5","Cdh7"
2.27432189334846e-43,2.76381616909635,0.174,0.031,4.11856951666473e-39,"5","Ppfibp1"
3.12882395778952e-42,1.92014636336474,0.354,0.113,5.66598730516105e-38,"5","Frmd4b"
4.15907494013813e-42,1.04654246449831,0.854,0.604,7.53166880909614e-38,"5","Kirrel3"
4.59415450783025e-42,2.49780406346266,0.182,0.034,8.3195543982298e-38,"5","Slc7a5"
3.21804454895806e-41,1.70017568738983,0.467,0.189,5.82755687370814e-37,"5","Pcdh11x"
4.60100721057631e-37,2.2214035396413,0.296,0.093,8.33196395763264e-33,"5","Sh3d19"
1.80057489469398e-36,3.1633850243921,0.099,0.012,3.26066107680133e-32,"5","Atf5"
2.06907801529542e-36,1.33474578150861,0.608,0.331,3.74689337789847e-32,"5","Dab1"
5.6559429002405e-35,1.54057968656564,0.459,0.199,1.02423469980455e-30,"5","Itpr1"
7.4396259280069e-35,2.12265929130733,0.213,0.053,1.34724185930277e-30,"5","Synm"
5.36154710187452e-34,2.41699201787456,0.16,0.032,9.70922564678456e-30,"5","Cobll1"
1.02621732374597e-33,4.14689690160353,0.055,0.003,1.85837695157158e-29,"5","Naip5"
2.44429732498509e-33,2.53022554115504,0.149,0.029,4.4263780258155e-29,"5","Strip2"
2.79853545799953e-33,1.09486639782334,0.762,0.542,5.06786786089134e-29,"5","Tmeff2"
3.63475357603664e-33,1.45693178204713,0.519,0.258,6.58217525084476e-29,"5","Gm29478"
8.20134456004166e-33,1.70003519023425,0.423,0.181,1.48518148637794e-28,"5","Nrp2"
2.51475404530622e-31,2.99256875521224,0.119,0.02,4.55396810064503e-27,"5","Dab2"
6.07052409474683e-31,2.75483972867501,0.146,0.03,1.0993112083177e-26,"5","Sel1l3"
7.66686749364925e-31,1.58867487588644,0.472,0.232,1.38839303442494e-26,"5","Pcp4"
3.13534409765348e-30,3.86864175883097,0.058,0.005,5.67779462644069e-26,"5","Gpr139"
4.80977720755224e-30,2.53320939959386,0.122,0.022,8.71002554515635e-26,"5","Grid2ip"
6.95006888904878e-30,3.39924022897907,0.075,0.008,1.25858797511784e-25,"5","Rgs8"
1.39232116965709e-29,1.98606248141606,0.204,0.056,2.52135440613203e-25,"5","Met"
1.69059723927401e-29,1.41836959596825,0.53,0.285,3.06150254060131e-25,"5","Me3"
1.99758282016765e-28,1.26732691199452,0.599,0.353,3.61742272904159e-24,"5","Gpm6b"
0,5.04984854945056,0.75,0.05,0,"6","Kcnmb2"
0,4.1487660903231,0.729,0.081,0,"6","Ptprm"
0,5.0718521148652,0.676,0.057,0,"6","Sox6"
0,6.33025295953829,0.378,0.008,0,"6","Maf"
1.07019245591658e-296,3.87951922411166,0.86,0.139,1.93801151841933e-292,"6","Elavl2"
1.8939532792084e-289,4.47168207680344,0.902,0.184,3.4297599933185e-285,"6","Kcnc2"
4.34801769517055e-281,6.99390434890476,0.256,0.003,7.87382524418436e-277,"6","Moxd1"
2.02085033489022e-278,4.03213927024693,0.979,0.269,3.6595578714527e-274,"6","Tcf4"
2.91113395542348e-241,5.02988687577396,0.432,0.03,5.27177247987639e-237,"6","Col19a1"
2.77221362394992e-228,7.69889755333269,0.265,0.008,5.02020165161092e-224,"6","Npy"
6.77123233467763e-179,5.79585928321977,0.199,0.005,1.22620246348677e-174,"6","Crhbp"
3.0713425304852e-176,5.91260424680291,0.182,0.004,5.56189418845565e-172,"6","Cort"
1.30825990227195e-163,5.813068573252,0.179,0.004,2.36912785702427e-159,"6","Rbp4"
9.86644467038733e-147,3.91142025408903,0.378,0.042,1.78671446536044e-142,"6","Satb1"
2.69722467848073e-129,3.79059433652976,0.476,0.084,4.88440417026075e-125,"6","Gm20754"
3.59390637840091e-124,4.26390403216178,0.262,0.022,6.5082050606462e-120,"6","Calb1"
4.34331751190847e-124,5.02491674485915,0.182,0.008,7.86531368231504e-120,"6","Igfbp4"
3.00319837496433e-119,1.75684556480518,0.979,0.746,5.43849193722291e-115,"6","Xkr4"
4.45903818260413e-109,3.44958383268095,0.295,0.033,8.07487224487782e-105,"6","Osbpl3"
3.80321986317672e-108,4.96507166669705,0.131,0.004,6.88725085022672e-104,"6","Plch2"
1.56179247011735e-107,3.1654726396086,0.446,0.084,2.82824998413552e-103,"6","Utrn"
7.83514280092302e-106,2.94109384980361,0.53,0.122,1.41886600981915e-101,"6","Fgf13"
1.10064680416171e-105,2.34680688819915,0.818,0.351,1.99316129765644e-101,"6","Pam"
7.06296106019493e-100,4.24148510233204,0.161,0.009,1.2790316183907e-95,"6","Oprd1"
5.35922713287984e-98,4.03165245046687,0.226,0.021,9.7050244149321e-94,"6","Tmem44"
7.1382624509851e-98,2.87201555433006,0.524,0.129,1.29266794724889e-93,"6","Cntnap4"
2.08868796980372e-97,2.77242658875465,0.464,0.098,3.78240504451756e-93,"6","Runx1t1"
1.69087654768629e-96,5.69889755333269,0.095,0.002,3.0620083402051e-92,"6","Lhx6"
2.98570988982775e-96,2.39626372458882,0.905,0.685,5.40682203948908e-92,"6","Galntl6"
8.22488620617676e-96,2.54996531190974,0.601,0.177,1.48944464307655e-91,"6","Alk"
8.56096339822676e-95,4.48917896203135,0.137,0.006,1.55030486178488e-90,"6","Lypd6"
1.21623191076541e-90,4.56836599019046,0.14,0.007,2.20247436720508e-86,"6","Lypd6b"
8.1425648493106e-86,2.40602479381962,0.601,0.187,1.47453706856166e-81,"6","Grik1"
8.71467646567456e-85,3.62703156713337,0.238,0.028,1.57814076116901e-80,"6","Tmem132c"
1.74621478530887e-84,1.68321678618308,0.884,0.554,3.16222035471582e-80,"6","Oxr1"
2.11384619731194e-84,3.20034439732017,0.318,0.053,3.82796407871218e-80,"6","Nek7"
4.60887296987763e-84,1.46749057477458,0.976,0.613,8.3462080611514e-80,"6","Nxph1"
3.29323966454433e-83,2.404824605539,0.598,0.191,5.96372770852333e-79,"6","Fam19a2"
5.88335456244072e-81,1.41198698950316,0.994,0.963,1.06541667771239e-76,"6","Cntnap2"
2.48446624651692e-79,3.04890960048095,0.271,0.039,4.4991199258175e-75,"6","Ubash3b"
5.49865226692231e-79,2.17646711017793,0.652,0.25,9.95750939016962e-75,"6","Zeb2"
1.72354435209937e-78,5.47650513199624,0.086,0.002,3.12116646721675e-74,"6","Lgals1"
6.03423357062592e-78,2.6786497921786,0.375,0.077,1.09273935730465e-73,"6","Zfp536"
2.22834326511356e-77,2.74370717204526,0.417,0.096,4.03530681879414e-73,"6","Kctd8"
2.44200981969718e-77,3.04995364470035,0.336,0.064,4.42223558248962e-73,"6","Btbd11"
2.55292725252945e-73,1.2522267760065,0.97,0.811,4.62309596160558e-69,"6","Il1rapl1"
7.68767466423463e-70,3.91462624438812,0.173,0.018,1.39216100494625e-65,"6","Cemip"
1.61015320514545e-69,1.29191465980728,0.952,0.717,2.9158264391979e-65,"6","Dlgap2"
1.80203237625694e-69,3.48419952378624,0.185,0.02,3.26330043016369e-65,"6","Adra1a"
4.67979916849842e-69,4.10758794584565,0.137,0.01,8.47464831423379e-65,"6","Nxph2"
0,2.54085460839993,0.753,0.221,0,"7","Nfib"
1.74787492562037e-265,1.20802980173024,0.996,0.856,3.16522670280593e-261,"7","Plcb1"
5.87708591779231e-230,1.74307807012081,0.833,0.408,1.06428148885301e-225,"7","Trhde"
2.41272045914279e-198,3.13214461780989,0.325,0.043,4.36919547946167e-194,"7","Col15a1"
8.5191643813966e-184,1.31468409477429,0.925,0.709,1.54273547782711e-179,"7","Trpm3"
4.81517271660624e-167,1.71585200711986,0.594,0.206,8.71979627250225e-163,"7","Ano2"
6.94491669273466e-157,2.03898195769815,0.508,0.163,1.25765496388732e-152,"7","Slit3"
9.17437347420535e-147,1.03757814807012,0.909,0.571,1.66138729244385e-142,"7","Sorcs1"
9.14083727639217e-132,2.26446725219225,0.384,0.106,1.65531422238186e-127,"7","Pdzrn4"
5.01355360438684e-128,1.40651880724394,0.554,0.209,9.07904422218413e-124,"7","Zeb2"
2.83421736550678e-124,1.03716636127101,0.848,0.548,5.13248422719624e-120,"7","Pde4b"
1.98207245139445e-123,1.98648282957696,0.42,0.133,3.58933500223022e-119,"7","Scn9a"
1.13577375383228e-121,1.5547603667628,0.501,0.183,2.05677269081488e-117,"7","Adamtsl1"
1.52857093005091e-117,1.54724774938966,0.641,0.336,2.76808909722919e-113,"7","Thsd7a"
1.89305680601891e-116,3.80368179652121,0.154,0.013,3.42813657001964e-112,"7","Slc26a4"
1.6673710198958e-112,2.40851121678478,0.29,0.068,3.0194421799293e-108,"7","Gm13481"
6.90988314148644e-87,1.8973863347813,0.336,0.113,1.25131073809178e-82,"7","Nxn"
1.0782101776092e-86,1.01082628356234,0.583,0.281,1.9525308106325e-82,"7","Pde1a"
2.41497912158339e-86,1.83194234923145,0.281,0.078,4.37328569127536e-82,"7","Cald1"
2.3016137274222e-85,2.48365979536147,0.2,0.041,4.16799229898886e-81,"7","Ndnf"
2.93370877331579e-83,2.0963081951354,0.267,0.075,5.31265321759757e-79,"7","Dchs2"
6.86105569678513e-78,2.02267527934332,0.251,0.07,1.24246857613082e-73,"7","Wfs1"
8.4868542516162e-74,1.76985062717303,0.287,0.093,1.53688443642518e-69,"7","Matn2"
3.79365056967905e-73,1.82171461219987,0.268,0.083,6.86992181663179e-69,"7","Grik4"
6.46644618759043e-68,1.00434304553742,0.591,0.331,1.17100874011075e-63,"7","Plxdc2"
2.46442412914012e-66,1.24018439241656,0.593,0.368,4.46282565545985e-62,"7","Epha3"
9.22570957663233e-66,1.98228237741136,0.221,0.064,1.67068374723235e-61,"7","Sv2b"
1.08237738989631e-64,2.04074681844317,0.215,0.061,1.96007721536323e-60,"7","Ntf3"
5.77840451176779e-62,1.0051908246856,0.63,0.396,1.04641127303603e-57,"7","Atrnl1"
3.24845003974625e-60,1.15145160945598,0.467,0.241,5.88261817697648e-56,"7","Snca"
8.23806383262114e-55,1.21850395211119,0.393,0.188,1.49183097944936e-50,"7","Gabrg1"
4.33322280598892e-49,1.93125812965904,0.164,0.046,7.84703317936534e-45,"7","Prlr"
3.24329621328593e-48,3.23848345112145,0.078,0.009,5.87328511263949e-44,"7","4931429P17Rik"
3.86040809078288e-48,1.09497575394835,0.453,0.251,6.99081301159871e-44,"7","Sh3kbp1"
2.31613316940529e-46,1.12448329669267,0.382,0.193,4.19428555647604e-42,"7","Zdbf2"
4.52889661807975e-46,1.31355422774029,0.311,0.141,8.20137888568062e-42,"7","Ust"
2.41532644704487e-44,2.03670032933852,0.146,0.04,4.37391466295356e-40,"7","Spata13"
6.52730764175249e-44,1.61901732539257,0.248,0.103,1.18203014084496e-39,"7","Col23a1"
5.00869762799972e-42,1.37861506590519,0.302,0.144,9.07025053454469e-38,"7","Znrf3"
1.84196976092747e-41,1.55842060277355,0.211,0.08,3.33562304006356e-37,"7","Gulp1"
4.06551874326511e-41,1.2270786878492,0.307,0.147,7.36224789217879e-37,"7","Sdk2"
2.25597948306581e-37,2.28217636378801,0.095,0.02,4.08535324588388e-33,"7","Kcnh3"
3.29843413845686e-37,1.2066489422313,0.261,0.118,5.97313438133153e-33,"7","Mkx"
1.50620183023879e-36,1.98789102396977,0.112,0.029,2.72758089437943e-32,"7","Htr1b"
2.29513047013119e-35,1.28064758670237,0.221,0.094,4.15625176836058e-31,"7","Ablim2"
7.77753987198055e-35,2.28512500318937,0.092,0.021,1.40843469541696e-30,"7","Fgf10"
8.0496860587425e-33,1.00318089499437,0.329,0.176,1.45771764837768e-28,"7","Sez6"
2.54579589765485e-32,2.38272495252543,0.083,0.018,4.61018179106317e-28,"7","D430036J16Rik"
1.31743720250555e-31,1.01650331960592,0.336,0.186,2.3857470300173e-27,"7","Grb14"
8.04216844683083e-31,1.11209504581029,0.288,0.149,1.45635628403659e-26,"7","Gas7"
